Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 2: training_avg_loss=1.2695, training_avg_wrong_conf=0.3311
Round 3: training_avg_loss=1.1169, training_avg_wrong_conf=0.3603
Round 4: training_avg_loss=0.9442, training_avg_wrong_conf=0.4192
Round 5: training_avg_loss=0.8341, training_avg_wrong_conf=0.4619
Round 6: training_avg_loss=0.8876, training_avg_wrong_conf=0.4911
Round 7: training_avg_loss=0.6658, training_avg_wrong_conf=0.5537
Round 8: training_avg_loss=0.6235, training_avg_wrong_conf=0.5775
Round 9: training_avg_loss=0.8095, training_avg_wrong_conf=0.5548
Round 10: training_avg_loss=0.5581, training_avg_wrong_conf=0.5926
Round 11: training_avg_loss=0.5400, training_avg_wrong_conf=0.5980
Round 12: training_avg_loss=0.6868, training_avg_wrong_conf=0.5823
Round 13: training_avg_loss=0.5030, training_avg_wrong_conf=0.5931
Round 14: training_avg_loss=0.4911, training_avg_wrong_conf=0.6036
Round 15: training_avg_loss=0.5642, training_avg_wrong_conf=0.5859
Round 16: training_avg_loss=0.4719, training_avg_wrong_conf=0.6014
Round 17: training_avg_loss=0.4727, training_avg_wrong_conf=0.5967
Round 18: training_avg_loss=0.6447, training_avg_wrong_conf=0.5754
Round 19: training_avg_loss=0.4503, training_avg_wrong_conf=0.5964
Round 20: training_avg_loss=0.4423, training_avg_wrong_conf=0.6031
Round 21: training_avg_loss=0.5405, training_avg_wrong_conf=0.6038
Round 22: training_avg_loss=0.4534, training_avg_wrong_conf=0.6027
Round 23: training_avg_loss=0.4487, training_avg_wrong_conf=0.5967
Round 24: training_avg_loss=0.5393, training_avg_wrong_conf=0.5590
Round 25: training_avg_loss=0.5046, training_avg_wrong_conf=0.5920
Round 26: training_avg_loss=0.4664, training_avg_wrong_conf=0.5885
Round 27: training_avg_loss=0.6480, training_avg_wrong_conf=0.5615
Round 28: training_avg_loss=0.4335, training_avg_wrong_conf=0.5992
Round 29: training_avg_loss=0.4160, training_avg_wrong_conf=0.6054
Round 30: training_avg_loss=0.4699, training_avg_wrong_conf=0.5988
Round 31: training_avg_loss=0.4194, training_avg_wrong_conf=0.6015
Round 32: training_avg_loss=0.4243, training_avg_wrong_conf=0.6019
Round 33: training_avg_loss=0.5620, training_avg_wrong_conf=0.5890
Round 34: training_avg_loss=0.4172, training_avg_wrong_conf=0.6110
Round 35: training_avg_loss=0.4116, training_avg_wrong_conf=0.6124
Round 36: training_avg_loss=0.4620, training_avg_wrong_conf=0.5812
Round 37: training_avg_loss=0.4222, training_avg_wrong_conf=0.6111
Round 38: training_avg_loss=0.4195, training_avg_wrong_conf=0.6072
Round 39: training_avg_loss=0.5685, training_avg_wrong_conf=0.5923
Round 40: training_avg_loss=0.4009, training_avg_wrong_conf=0.6060
Round 41: training_avg_loss=0.4061, training_avg_wrong_conf=0.6098
Round 42: training_avg_loss=0.5626, training_avg_wrong_conf=0.5998
Round 43: training_avg_loss=0.4119, training_avg_wrong_conf=0.6157
Round 44: training_avg_loss=0.3991, training_avg_wrong_conf=0.6154
Round 45: training_avg_loss=0.4737, training_avg_wrong_conf=0.6082
Round 46: training_avg_loss=0.4194, training_avg_wrong_conf=0.6118
Round 47: training_avg_loss=0.4103, training_avg_wrong_conf=0.6091
Round 48: training_avg_loss=0.5083, training_avg_wrong_conf=0.5929
Round 49: training_avg_loss=0.3978, training_avg_wrong_conf=0.6180
Round 50: training_avg_loss=0.4007, training_avg_wrong_conf=0.6154
Round 51: training_avg_loss=0.5145, training_avg_wrong_conf=0.5969
Round 52: training_avg_loss=0.3931, training_avg_wrong_conf=0.6167
Round 53: training_avg_loss=0.3934, training_avg_wrong_conf=0.6163
Round 54: training_avg_loss=0.4971, training_avg_wrong_conf=0.6119
Round 55: training_avg_loss=0.4085, training_avg_wrong_conf=0.6180
Round 56: training_avg_loss=0.4011, training_avg_wrong_conf=0.6107
Round 57: training_avg_loss=0.5243, training_avg_wrong_conf=0.6034
Round 58: training_avg_loss=0.3841, training_avg_wrong_conf=0.6194
Round 59: training_avg_loss=0.3860, training_avg_wrong_conf=0.6195
Round 60: training_avg_loss=0.4281, training_avg_wrong_conf=0.6184
Round 61: training_avg_loss=0.3879, training_avg_wrong_conf=0.6136
Round 62: training_avg_loss=0.3835, training_avg_wrong_conf=0.6167
Round 63: training_avg_loss=0.4878, training_avg_wrong_conf=0.6169
Round 64: training_avg_loss=0.3890, training_avg_wrong_conf=0.6272
Round 65: training_avg_loss=0.3821, training_avg_wrong_conf=0.6226
Round 66: training_avg_loss=0.4534, training_avg_wrong_conf=0.6040
Round 67: training_avg_loss=0.3816, training_avg_wrong_conf=0.6250
Round 68: training_avg_loss=0.3802, training_avg_wrong_conf=0.6228
Round 69: training_avg_loss=0.4653, training_avg_wrong_conf=0.6160
Round 70: training_avg_loss=0.3775, training_avg_wrong_conf=0.6163
Round 71: training_avg_loss=0.3757, training_avg_wrong_conf=0.6205
Round 72: training_avg_loss=0.4575, training_avg_wrong_conf=0.6019
Round 73: training_avg_loss=0.3775, training_avg_wrong_conf=0.6172
Round 74: training_avg_loss=0.3742, training_avg_wrong_conf=0.6213
Round 75: training_avg_loss=0.4395, training_avg_wrong_conf=0.6161
Round 76: training_avg_loss=0.3652, training_avg_wrong_conf=0.6258
Round 77: training_avg_loss=0.3671, training_avg_wrong_conf=0.6252
Round 78: training_avg_loss=0.4935, training_avg_wrong_conf=0.6033
Round 79: training_avg_loss=0.3740, training_avg_wrong_conf=0.6215
Round 80: training_avg_loss=0.3709, training_avg_wrong_conf=0.6198
Round 81: training_avg_loss=0.4381, training_avg_wrong_conf=0.6081
Round 82: training_avg_loss=0.3646, training_avg_wrong_conf=0.6250
Round 83: training_avg_loss=0.3659, training_avg_wrong_conf=0.6232
Round 84: training_avg_loss=0.4664, training_avg_wrong_conf=0.6038
Round 85: training_avg_loss=0.3622, training_avg_wrong_conf=0.6250
Round 86: training_avg_loss=0.3626, training_avg_wrong_conf=0.6239
Round 87: training_avg_loss=0.4581, training_avg_wrong_conf=0.6263
Round 88: training_avg_loss=0.3604, training_avg_wrong_conf=0.6265
