Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 2: training_avg_loss=0.1688, training_avg_wrong_conf=0.5425
Round 3: training_avg_loss=0.1177, training_avg_wrong_conf=0.6054
Round 4: training_avg_loss=0.0975, training_avg_wrong_conf=0.6345
Round 5: training_avg_loss=0.0850, training_avg_wrong_conf=0.6530
Round 6: training_avg_loss=0.0937, training_avg_wrong_conf=0.6530
Round 7: training_avg_loss=0.0700, training_avg_wrong_conf=0.6619
Round 8: training_avg_loss=0.0618, training_avg_wrong_conf=0.6756
Round 9: training_avg_loss=0.0565, training_avg_wrong_conf=0.6846
Round 10: training_avg_loss=0.0523, training_avg_wrong_conf=0.6920
Round 11: training_avg_loss=0.0489, training_avg_wrong_conf=0.6996
Round 12: training_avg_loss=0.0460, training_avg_wrong_conf=0.7044
Round 13: training_avg_loss=0.0435, training_avg_wrong_conf=0.7083
Round 14: training_avg_loss=0.0413, training_avg_wrong_conf=0.7138
Round 15: training_avg_loss=0.0394, training_avg_wrong_conf=0.7165
Round 16: training_avg_loss=0.0370, training_avg_wrong_conf=0.7258
Round 17: training_avg_loss=0.0353, training_avg_wrong_conf=0.7277
Round 18: training_avg_loss=0.0339, training_avg_wrong_conf=0.7286
Round 19: training_avg_loss=0.0326, training_avg_wrong_conf=0.7306
Round 20: training_avg_loss=0.0315, training_avg_wrong_conf=0.7335
Round 21: training_avg_loss=0.0304, training_avg_wrong_conf=0.7343
Round 22: training_avg_loss=0.0295, training_avg_wrong_conf=0.7362
Round 23: training_avg_loss=0.0286, training_avg_wrong_conf=0.7371
Round 24: training_avg_loss=0.0278, training_avg_wrong_conf=0.7403
Round 25: training_avg_loss=0.0271, training_avg_wrong_conf=0.7426
Round 26: training_avg_loss=0.0264, training_avg_wrong_conf=0.7447
Round 27: training_avg_loss=0.0257, training_avg_wrong_conf=0.7455
Round 28: training_avg_loss=0.0250, training_avg_wrong_conf=0.7470
Round 29: training_avg_loss=0.0245, training_avg_wrong_conf=0.7479
Round 30: training_avg_loss=0.0239, training_avg_wrong_conf=0.7476
Round 31: training_avg_loss=0.0234, training_avg_wrong_conf=0.7484
Round 32: training_avg_loss=0.0229, training_avg_wrong_conf=0.7512
Round 33: training_avg_loss=0.0225, training_avg_wrong_conf=0.7511
Round 34: training_avg_loss=0.0220, training_avg_wrong_conf=0.7518
Round 35: training_avg_loss=0.0216, training_avg_wrong_conf=0.7532
Round 36: training_avg_loss=0.0212, training_avg_wrong_conf=0.7540
Round 37: training_avg_loss=0.0208, training_avg_wrong_conf=0.7545
Round 38: training_avg_loss=0.0205, training_avg_wrong_conf=0.7549
Round 39: training_avg_loss=0.0202, training_avg_wrong_conf=0.7539
Round 40: training_avg_loss=0.0198, training_avg_wrong_conf=0.7569
Round 41: training_avg_loss=0.0195, training_avg_wrong_conf=0.7574
Round 42: training_avg_loss=0.0192, training_avg_wrong_conf=0.7592
Round 43: training_avg_loss=0.0189, training_avg_wrong_conf=0.7601
Round 44: training_avg_loss=0.0187, training_avg_wrong_conf=0.7594
Round 45: training_avg_loss=0.0184, training_avg_wrong_conf=0.7604
Round 46: training_avg_loss=0.0182, training_avg_wrong_conf=0.7600
Round 47: training_avg_loss=0.0180, training_avg_wrong_conf=0.7639
Round 48: training_avg_loss=0.0177, training_avg_wrong_conf=0.7643
Round 49: training_avg_loss=0.0175, training_avg_wrong_conf=0.7675
Round 50: training_avg_loss=0.0173, training_avg_wrong_conf=0.7674
Round 51: training_avg_loss=0.0171, training_avg_wrong_conf=0.7673
Round 52: training_avg_loss=0.0170, training_avg_wrong_conf=0.7701
Round 53: training_avg_loss=0.0168, training_avg_wrong_conf=0.7715
Round 54: training_avg_loss=0.0166, training_avg_wrong_conf=0.7720
