Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 2: training_avg_loss=1.2695, training_avg_wrong_conf=0.3311
Round 3: training_avg_loss=1.1169, training_avg_wrong_conf=0.3603
Round 4: training_avg_loss=0.9442, training_avg_wrong_conf=0.4192
Round 5: training_avg_loss=0.8341, training_avg_wrong_conf=0.4619
Round 6: training_avg_loss=0.8743, training_avg_wrong_conf=0.4959
Round 7: training_avg_loss=0.6623, training_avg_wrong_conf=0.5558
Round 8: training_avg_loss=0.6242, training_avg_wrong_conf=0.5774
Round 9: training_avg_loss=0.7001, training_avg_wrong_conf=0.5656
Round 10: training_avg_loss=0.5572, training_avg_wrong_conf=0.5889
Round 11: training_avg_loss=0.5497, training_avg_wrong_conf=0.5944
Round 12: training_avg_loss=0.6768, training_avg_wrong_conf=0.5797
Round 13: training_avg_loss=0.4996, training_avg_wrong_conf=0.6008
Round 14: training_avg_loss=0.4943, training_avg_wrong_conf=0.6034
Round 15: training_avg_loss=0.6093, training_avg_wrong_conf=0.5807
Round 16: training_avg_loss=0.4690, training_avg_wrong_conf=0.6012
Round 17: training_avg_loss=0.4711, training_avg_wrong_conf=0.6004
Round 18: training_avg_loss=0.5536, training_avg_wrong_conf=0.5841
Round 19: training_avg_loss=0.4625, training_avg_wrong_conf=0.5987
Round 20: training_avg_loss=0.4653, training_avg_wrong_conf=0.5941
Round 21: training_avg_loss=0.5235, training_avg_wrong_conf=0.5801
Round 22: training_avg_loss=0.4531, training_avg_wrong_conf=0.5943
Round 23: training_avg_loss=0.4535, training_avg_wrong_conf=0.5949
Round 24: training_avg_loss=0.5083, training_avg_wrong_conf=0.6082
Round 25: training_avg_loss=0.5014, training_avg_wrong_conf=0.5845
Round 26: training_avg_loss=0.4611, training_avg_wrong_conf=0.5883
Round 27: training_avg_loss=0.5871, training_avg_wrong_conf=0.5836
Round 28: training_avg_loss=0.4341, training_avg_wrong_conf=0.5998
Round 29: training_avg_loss=0.4328, training_avg_wrong_conf=0.6014
Round 30: training_avg_loss=0.5257, training_avg_wrong_conf=0.6002
Round 31: training_avg_loss=0.4336, training_avg_wrong_conf=0.6042
Round 32: training_avg_loss=0.4295, training_avg_wrong_conf=0.6009
Round 33: training_avg_loss=0.4786, training_avg_wrong_conf=0.6010
Round 34: training_avg_loss=0.4286, training_avg_wrong_conf=0.6046
Round 35: training_avg_loss=0.4289, training_avg_wrong_conf=0.6005
Round 36: training_avg_loss=0.5384, training_avg_wrong_conf=0.5976
Round 37: training_avg_loss=0.4104, training_avg_wrong_conf=0.6053
Round 38: training_avg_loss=0.4117, training_avg_wrong_conf=0.6075
Round 39: training_avg_loss=0.4255, training_avg_wrong_conf=0.6148
Round 40: training_avg_loss=0.4276, training_avg_wrong_conf=0.5967
Round 41: training_avg_loss=0.4222, training_avg_wrong_conf=0.5993
Round 42: training_avg_loss=0.4897, training_avg_wrong_conf=0.5970
Round 43: training_avg_loss=0.4040, training_avg_wrong_conf=0.6098
Round 44: training_avg_loss=0.4092, training_avg_wrong_conf=0.6081
Round 45: training_avg_loss=0.4517, training_avg_wrong_conf=0.6017
Round 46: training_avg_loss=0.4081, training_avg_wrong_conf=0.6068
Round 47: training_avg_loss=0.4099, training_avg_wrong_conf=0.6046
Round 48: training_avg_loss=0.4665, training_avg_wrong_conf=0.5953
Round 49: training_avg_loss=0.4027, training_avg_wrong_conf=0.6049
Round 50: training_avg_loss=0.4022, training_avg_wrong_conf=0.6101
Round 51: training_avg_loss=0.4996, training_avg_wrong_conf=0.5970
Round 52: training_avg_loss=0.3966, training_avg_wrong_conf=0.6137
Round 53: training_avg_loss=0.3963, training_avg_wrong_conf=0.6137
Round 54: training_avg_loss=0.4721, training_avg_wrong_conf=0.5998
Round 55: training_avg_loss=0.3883, training_avg_wrong_conf=0.6187
Round 56: training_avg_loss=0.3870, training_avg_wrong_conf=0.6192
Round 57: training_avg_loss=0.4361, training_avg_wrong_conf=0.6090
Round 58: training_avg_loss=0.3872, training_avg_wrong_conf=0.6183
Round 59: training_avg_loss=0.3865, training_avg_wrong_conf=0.6181
Round 60: training_avg_loss=0.4475, training_avg_wrong_conf=0.6030
Round 61: training_avg_loss=0.3796, training_avg_wrong_conf=0.6244
Round 62: training_avg_loss=0.3810, training_avg_wrong_conf=0.6209
Round 63: training_avg_loss=0.4460, training_avg_wrong_conf=0.6118
Round 64: training_avg_loss=0.3761, training_avg_wrong_conf=0.6202
Round 65: training_avg_loss=0.3782, training_avg_wrong_conf=0.6197
Round 66: training_avg_loss=0.4340, training_avg_wrong_conf=0.6233
Round 67: training_avg_loss=0.3717, training_avg_wrong_conf=0.6260
Round 68: training_avg_loss=0.3725, training_avg_wrong_conf=0.6237
Round 69: training_avg_loss=0.4120, training_avg_wrong_conf=0.6177
Round 70: training_avg_loss=0.3733, training_avg_wrong_conf=0.6213
Round 71: training_avg_loss=0.3729, training_avg_wrong_conf=0.6206
Round 72: training_avg_loss=0.4121, training_avg_wrong_conf=0.6132
Round 73: training_avg_loss=0.3718, training_avg_wrong_conf=0.6211
Round 74: training_avg_loss=0.3731, training_avg_wrong_conf=0.6215
Round 75: training_avg_loss=0.4354, training_avg_wrong_conf=0.6087
Round 76: training_avg_loss=0.3666, training_avg_wrong_conf=0.6218
Round 77: training_avg_loss=0.3673, training_avg_wrong_conf=0.6224
Round 78: training_avg_loss=0.4202, training_avg_wrong_conf=0.6120
Round 79: training_avg_loss=0.3654, training_avg_wrong_conf=0.6252
Round 80: training_avg_loss=0.3664, training_avg_wrong_conf=0.6238
Round 81: training_avg_loss=0.4140, training_avg_wrong_conf=0.6276
Round 82: training_avg_loss=0.3667, training_avg_wrong_conf=0.6225
Round 83: training_avg_loss=0.3646, training_avg_wrong_conf=0.6211
Round 84: training_avg_loss=0.4048, training_avg_wrong_conf=0.6182
Round 85: training_avg_loss=0.3645, training_avg_wrong_conf=0.6226
Round 86: training_avg_loss=0.3633, training_avg_wrong_conf=0.6219
Round 87: training_avg_loss=0.3705, training_avg_wrong_conf=0.6166
Round 88: training_avg_loss=0.3921, training_avg_wrong_conf=0.6189
